"","id","name_prokka","name_eggnog","product_prokka","function_eggnog","kegg_ko"
"2471","ACIGNDMM_02470","ygfZ","ygfZ","tRNA-modifying protein YgfZ","folic acid binding","ko:K00605,ko:K06980"
"2472","ACIGNDMM_02471","czcA_5","","Cobalt-zinc-cadmium resistance protein CzcA","AcrB/AcrD/AcrF family",""
"2473","ACIGNDMM_02472","macA_4","","Macrolide export protein MacA","HlyD family secretion protein","ko:K03585"
"2474","ACIGNDMM_02473",NA,"","1%2C4-alpha-glucan branching enzyme","Belongs to the glycosyl hydrolase 57 family","ko:K03406,ko:K16149"
"2475","ACIGNDMM_02474",NA,"","hypothetical protein","Fructose-bisphosphate aldolase class-II","ko:K01624"
"2476","ACIGNDMM_02475","galT","galT","Galactose-1-phosphate uridylyltransferase","Galactose-1-phosphate uridyl transferase, N-terminal domain","ko:K00965"
"2477","ACIGNDMM_02476","amyA_1","amyA","Alpha-amylase 1","Belongs to the glycosyl hydrolase 57 family","ko:K22451"
"2478","ACIGNDMM_02477","amyA_2","amyA","Alpha-amylase 1","Belongs to the glycosyl hydrolase 57 family","ko:K22451"
"2479","ACIGNDMM_02478",NA,"","hypothetical protein","Glycosyl hydrolase family 57",""
"2480","ACIGNDMM_02479","glgC","glgC","Glucose-1-phosphate adenylyltransferase","Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans","ko:K00975"
"2481","ACIGNDMM_02480",NA,NA,"hypothetical protein",NA,NA
"2482","ACIGNDMM_02481","nasE","","Assimilatory nitrite reductase [NAD(P)H] small subunit","Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology","ko:K00363,ko:K05710"
"2483","ACIGNDMM_02482",NA,"","hypothetical protein","O-methyltransferase activity",""
"2484","ACIGNDMM_02483",NA,"pepP","putative peptidase","Metallopeptidase family M24","ko:K01262,ko:K01271"
"2485","ACIGNDMM_02484",NA,NA,"hypothetical protein",NA,NA
"2486","ACIGNDMM_02485","cusB_3","czcB","Cation efflux system protein CusB","Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family","ko:K07798,ko:K15727"
"2487","ACIGNDMM_02486","czcA_6","swrC","Cobalt-zinc-cadmium resistance protein CzcA","transmembrane transporter activity","ko:K03296"
"2488","ACIGNDMM_02487",NA,NA,"tRNA-Val(gac)",NA,NA
"2489","ACIGNDMM_02488","hup_2","hup","DNA-binding protein HU","Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions","ko:K03530"
"2490","ACIGNDMM_02489",NA,"cpaE","hypothetical protein","phosphorelay signal transduction system","ko:K02282,ko:K02482,ko:K03557"
"2491","ACIGNDMM_02490","clpB_2","clpB","Chaperone protein ClpB","Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE","ko:K03694,ko:K03695"
"2492","ACIGNDMM_02491",NA,NA,"hypothetical protein",NA,NA
"2493","ACIGNDMM_02492","cbpA","dnaJ2","Curved DNA-binding protein","heat shock protein binding","ko:K03686,ko:K05516"
"2494","ACIGNDMM_02493","nadB","nadB","L-aspartate oxidase","FAD binding domain","ko:K00239,ko:K00244,ko:K00278"
"2495","ACIGNDMM_02494",NA,NA,"hypothetical protein",NA,NA
"2496","ACIGNDMM_02495","gltX","gltX","Glutamate--tRNA ligase","Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)","ko:K01885,ko:K09698"
"2497","ACIGNDMM_02496",NA,"","hypothetical protein","Phosphate-starvation-inducible E",""
"2498","ACIGNDMM_02497",NA,NA,"hypothetical protein",NA,NA
"2499","ACIGNDMM_02498",NA,"","hypothetical protein","Evidence 2a Function of homologous gene experimentally demonstrated in an other organism","ko:K02040"
"2500","ACIGNDMM_02499",NA,NA,"hypothetical protein",NA,NA
"2501","ACIGNDMM_02500","rsxB","porE","Electron transport complex subunit RsxB","Oxidoreductase","ko:K00171,ko:K00172,ko:K02573,ko:K13795,ko:K18930"
"2502","ACIGNDMM_02501","padE_1","","NADH-dependent phenylglyoxylate dehydrogenase subunit gamma","Pyruvate ferredoxin/flavodoxin oxidoreductase","ko:K00172"
"2503","ACIGNDMM_02502",NA,"porB","Oxalate oxidoreductase subunit beta","Thiamine pyrophosphate enzyme, C-terminal TPP binding domain","ko:K00170"
"2504","ACIGNDMM_02503","padG","porA","NADH-dependent phenylglyoxylate dehydrogenase subunit alpha","Pyruvate:ferredoxin oxidoreductase core domain II","ko:K00169"
"2505","ACIGNDMM_02504",NA,"","hypothetical protein","",""
"2506","ACIGNDMM_02505",NA,"forE","hypothetical protein","Oxidoreductase","ko:K00171,ko:K00172,ko:K02573,ko:K13795,ko:K18930"
"2507","ACIGNDMM_02506","padE_2","","NADH-dependent phenylglyoxylate dehydrogenase subunit gamma","Pyruvate ferredoxin/flavodoxin oxidoreductase","ko:K00172"
"2508","ACIGNDMM_02507",NA,"forB","Oxalate oxidoreductase subunit beta","Evidence 2a Function of homologous gene experimentally demonstrated in an other organism","ko:K00170"
"2509","ACIGNDMM_02508",NA,"forA","Oxalate oxidoreductase subunit alpha","Pyruvate:ferredoxin oxidoreductase core domain II","ko:K00169"
"2510","ACIGNDMM_02509","dnaJ_3","","Chaperone protein DnaJ","Heat shock protein DnaJ domain protein",""
"2511","ACIGNDMM_02510",NA,NA,"hypothetical protein",NA,NA
"2512","ACIGNDMM_02511","hemL","hemL","Glutamate-1-semialdehyde 2%2C1-aminomutase","Aminotransferase class-III","ko:K01845"
"2513","ACIGNDMM_02512","gmhA","gmhA","Phosphoheptose isomerase","Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate","ko:K03271"
"2514","ACIGNDMM_02513",NA,"hldE","D-beta-D-heptose 1-phosphate adenylyltransferase","Catalyzes the ADP transfer from ATP to D-glycero-beta-D- manno-heptose 1-phosphate, yielding ADP-D-glycero-beta-D-manno- heptose","ko:K03272"
"2515","ACIGNDMM_02514","mfd","mfd","Transcription-repair-coupling factor","Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site","ko:K03723"
"2516","ACIGNDMM_02515",NA,"prsA","Putative peptidyl-prolyl cis-trans isomerase","PPIC-type PPIASE domain","ko:K01802,ko:K03769,ko:K07533,ko:K20074"
"2517","ACIGNDMM_02516","prsA2","","Foldase protein PrsA 2","peptidyl-prolyl cis-trans isomerase activity","ko:K03769"
"2518","ACIGNDMM_02517","surA","surA","Chaperone SurA","SurA N-terminal domain","ko:K02597,ko:K03769,ko:K03771"
"2519","ACIGNDMM_02518","engB","engB","putative GTP-binding protein EngB","Necessary for normal cell division and for the maintenance of normal septation","ko:K03978"
"2520","ACIGNDMM_02519","anmK","anmK","Anhydro-N-acetylmuramic acid kinase","Catalyzes the specific phosphorylation of 1,6-anhydro-N- acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling","ko:K07106,ko:K09001"
"2521","ACIGNDMM_02520","hddC_2","rmlA","D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase","Nucleotidyl transferase","ko:K00966,ko:K00973,ko:K00992"
"2522","ACIGNDMM_02521",NA,"","hypothetical protein","Phosphotransferase enzyme family","ko:K07102"
"2523","ACIGNDMM_02522",NA,"yeiH","hypothetical protein","membrane",""
"2524","ACIGNDMM_02523","mutM","fpg","Formamidopyrimidine-DNA glycosylase","Formamidopyrimidine-DNA glycosylase H2TH domain","ko:K10563"
"2525","ACIGNDMM_02524",NA,NA,"hypothetical protein",NA,NA
"2526","ACIGNDMM_02525",NA,NA,"tRNA-Val(cac)",NA,NA
"2527","ACIGNDMM_02526","ileS","ileS","Isoleucine--tRNA ligase","amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)","ko:K01870"
"2528","ACIGNDMM_02527","lspA","lspA","Lipoprotein signal peptidase","This protein specifically catalyzes the removal of signal peptides from prolipoproteins","ko:K03101"
"2529","ACIGNDMM_02528","bepA_11","","Beta-barrel assembly-enhancing protease","Tetratricopeptide repeat",""
"2530","ACIGNDMM_02529","rluD","rluD","Ribosomal large subunit pseudouridine synthase D","Responsible for synthesis of pseudouridine from uracil","ko:K06180"
"2531","ACIGNDMM_02530",NA,"","hypothetical protein","Protein of unknown function (DUF1015)",""
"2532","ACIGNDMM_02531","ispB","ispB","Octaprenyl diphosphate synthase","Polyprenyl synthetase","ko:K00805,ko:K02523"
"2533","ACIGNDMM_02532",NA,NA,"hypothetical protein",NA,NA
"2534","ACIGNDMM_02533",NA,"","hypothetical protein","Peptidase family M50",""
"2535","ACIGNDMM_02534","suhB","suhB","Inositol-1-monophosphatase","Inositol monophosphatase family","ko:K01092"
"2536","ACIGNDMM_02535",NA,NA,"hypothetical protein",NA,NA
"2537","ACIGNDMM_02536","ppcA","ppcA","Phosphoenolpyruvate carboxylase","Catalyzes the irreversible beta-carboxylation of phosphoenolpyruvate (PEP) to form oxaloacetate (OAA), a four- carbon dicarboxylic acid source for the tricarboxylic acid cycle","ko:K01595"
"2538","ACIGNDMM_02537",NA,NA,"hypothetical protein",NA,NA
"2539","ACIGNDMM_02538","lpxC","lpxC","UDP-3-O-acyl-N-acetylglucosamine deacetylase","Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis","ko:K02535,ko:K16363"
"2540","ACIGNDMM_02539",NA,NA,"hypothetical protein",NA,NA
"2541","ACIGNDMM_02540",NA,"","hypothetical protein","Bifunctional nuclease","ko:K03617,ko:K08999"
"2542","ACIGNDMM_02541","fdx_3","fdx","2Fe-2S ferredoxin","Ferredoxin","ko:K04755"
"2543","ACIGNDMM_02542","tusA_3","","Sulfurtransferase TusA","Sulfurtransferase TusA","ko:K04085"
"2544","ACIGNDMM_02543",NA,NA,"hypothetical protein",NA,NA
"2545","ACIGNDMM_02544","rnc_2","rnc","Ribonuclease 3","ribonuclease III activity","ko:K03685"
"2546","ACIGNDMM_02545","polC","dnaQ","DNA polymerase III PolC-type","DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. The epsilon subunit contain the editing function and is a proofreading 3'-5' exonuclease","ko:K02342"
"2547","ACIGNDMM_02546","mnmA","mnmA","tRNA-specific 2-thiouridylase MnmA","Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34","ko:K00566"
"2548","ACIGNDMM_02547",NA,"","hypothetical protein","Polymer-forming cytoskeletal",""
"2549","ACIGNDMM_02548","spo0C","parB","Chromosome-partitioning protein Spo0J","ParB-like nuclease domain","ko:K03497"
"2550","ACIGNDMM_02549","parA","","Chromosome partitioning protein ParA","Cellulose biosynthesis protein BcsQ","ko:K03496"
"2551","ACIGNDMM_02550","rsmG","rsmG","Ribosomal RNA small subunit methyltransferase G","rRNA methyltransferase activity","ko:K03501"
"2552","ACIGNDMM_02551","mnmG_1","gidA","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34","ko:K03495"
"2553","ACIGNDMM_02552","mnmG_2","gidA","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34","ko:K03495"
"2554","ACIGNDMM_02553","mnmE","mnmE","tRNA modification GTPase MnmE","Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34","ko:K03650"
"2555","ACIGNDMM_02554","yidC","yidC","Membrane protein insertase YidC","Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins","ko:K03217"
"2556","ACIGNDMM_02555","rplI","rplI","50S ribosomal protein L9","binds to the 23S rRNA","ko:K02939"
"2557","ACIGNDMM_02556",NA,"","hypothetical protein","Transposase DDE domain",""
"2558","ACIGNDMM_02557",NA,"","hypothetical protein","Transposase DDE domain",""
"2559","ACIGNDMM_02558","mscL","mscL","Large-conductance mechanosensitive channel","Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell","ko:K03282"
"2560","ACIGNDMM_02559",NA,"","hypothetical protein","Protein of unknown function DUF45","ko:K07043"
"2561","ACIGNDMM_02560","cbiD","cbiD","Cobalt-precorrin-5B C(1)-methyltransferase","Catalyzes the methylation of C-1 in cobalt-precorrin-5B to form cobalt-precorrin-6A","ko:K02006,ko:K02188"
"2562","ACIGNDMM_02561","cbiET_1","cbiE","Cobalamin biosynthesis bifunctional protein CbiET","protein methyltransferase activity","ko:K00595,ko:K13541"
"2563","ACIGNDMM_02562","cbiET_2","cbiE","Cobalamin biosynthesis bifunctional protein CbiET","protein methyltransferase activity","ko:K00595"
"2564","ACIGNDMM_02563","cbiG","cbiG","Cobalt-precorrin-5A hydrolase","Cobalamin biosynthesis central region","ko:K02189,ko:K05934,ko:K05936,ko:K13541"
"2565","ACIGNDMM_02564",NA,"cbiH","Cobalt-factor III methyltransferase","Tetrapyrrole (Corrin/Porphyrin) Methylases","ko:K02016,ko:K05934,ko:K05936,ko:K13541,ko:K21479"
"2566","ACIGNDMM_02565","cobO","cobO","Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase","ATP:corrinoid adenosyltransferase BtuR/CobO/CobP","ko:K02232,ko:K19221"
"2567","ACIGNDMM_02566","def_2","def2","Peptide deformylase","Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions","ko:K01462"
"2568","ACIGNDMM_02567","pyrF","pyrF","Orotidine 5'-phosphate decarboxylase","Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)","ko:K01591"
"2569","ACIGNDMM_02568","prmA","prmA","Ribosomal protein L11 methyltransferase","Ribosomal protein L11 methyltransferase (PrmA)","ko:K02687"
"2570","ACIGNDMM_02569",NA,"","hypothetical protein","Uncharacterised protein family UPF0047",""
"2571","ACIGNDMM_02570","ykuV_2","","Thiol-disulfide oxidoreductase YkuV","cell redox homeostasis",""
"2572","ACIGNDMM_02571","thpR",NA,"RNA 2'%2C3'-cyclic phosphodiesterase",NA,NA
"2573","ACIGNDMM_02572",NA,"cnrT","hypothetical protein","EamA-like transporter family",""
"2574","ACIGNDMM_02573","pstS1_2","pstS1","Phosphate-binding protein PstS1","PBP superfamily domain","ko:K02040"
"2575","ACIGNDMM_02574",NA,NA,"hypothetical protein",NA,NA
"2576","ACIGNDMM_02575",NA,"","Ribulose bisphosphate carboxylase-like protein","ribulose-bisphosphate carboxylase activity","ko:K01601,ko:K08965"
"2577","ACIGNDMM_02576","hpnR_2","bchE","Hopanoid C-3 methylase","radical SAM domain protein","ko:K04034"
"2578","ACIGNDMM_02577","bepA_12",NA,"Beta-barrel assembly-enhancing protease",NA,NA
"2579","ACIGNDMM_02578","bepA_13","bcr4","Beta-barrel assembly-enhancing protease","chaperone-mediated protein folding","ko:K20543"
"2580","ACIGNDMM_02579",NA,"","hypothetical protein","",""
"2581","ACIGNDMM_02580",NA,NA,"hypothetical protein",NA,NA
"2582","ACIGNDMM_02581",NA,NA,"hypothetical protein",NA,NA
"2583","ACIGNDMM_02582","fosA_2","","Glutathione transferase FosA","lactoylglutathione lyase activity","ko:K11210"
"2584","ACIGNDMM_02583",NA,"","hypothetical protein","Evidence 2a Function of homologous gene experimentally demonstrated in an other organism","ko:K02040"
"2585","ACIGNDMM_02584",NA,"","hypothetical protein","",""
"2586","ACIGNDMM_02585",NA,NA,"hypothetical protein",NA,NA
"2587","ACIGNDMM_02586","nadA_2","nadA","Quinolinate synthase A","Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate","ko:K03517"
"2588","ACIGNDMM_02587","asd_2","asd","Aspartate-semialdehyde dehydrogenase","Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate","ko:K00133"
"2589","ACIGNDMM_02588","leuB_2","leuB","3-isopropylmalate dehydrogenase","Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate","ko:K00052"
"2590","ACIGNDMM_02589","leuA_4","leuA","2-isopropylmalate synthase","Belongs to the alpha-IPM synthase homocitrate synthase family","ko:K01649"
"2591","ACIGNDMM_02590",NA,"pssA","hypothetical protein","CDP-alcohol phosphatidyltransferase","ko:K17103"
"2592","ACIGNDMM_02591","psd_2","psd","Phosphatidylserine decarboxylase proenzyme","Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer)","ko:K01613"
